id,user_id,survey_state,survey_question,answer_rating,review_answered_at
77,16,done,Q2,5,2021-04-12T04:20:43.384
78,16,done,Q4,3,2021-04-22T04:39:21.792
79,17,done,Q4,4,2021-04-30T09:39:36.010
80,17,done,Q1,6,2021-04-30T09:49:52.354
81,17,done,Q6,1,2021-04-30T09:51:20.312
82,17,done,Q3,1,2021-04-30T09:53:35.605
83,17,done,Q5,5,2021-04-30T09:55:30.786
84,17,done,Q2,5,2021-04-30T09:56:18.640
85,18,incomplete,Q6,1,2021-04-05T00:37:54.385
86,18,incomplete,Q3,1,2021-04-05T00:37:54.810
87,18,incomplete,Q1,1,2021-05-22T14:25:05.211
88,18,incomplete,Q4,6,2021-05-22T14:27:39.093
89,18,incomplete,Q2,,
90,18,incomplete,Q5,,
91,19,done,Q4,4,2021-04-13T05:13:41.851
92,19,done,Q1,1,2021-04-13T05:19:30.107
93,19,done,Q6,1,2021-04-13T05:23:41.875
94,19,done,Q3,1,2021-04-13T05:24:06.434
95,19,done,Q5,1,2021-04-13T05:50:11.686
96,19,done,Q2,1,2021-04-13T05:51:41.679
97,20,done,Q1,1,2021-04-13T07:36:57.693
98,20,done,Q6,1,2021-04-13T07:40:49.982
99,20,done,Q3,1,2021-04-13T07:41:35.727
100,20,done,Q5,4,2021-04-13T07:52:06.230
101,20,done,Q2,4,2021-04-13T08:04:16.009
102,20,done,Q4,5,2021-04-28T05:15:14.152
103,21,done,Q3,3,2021-04-14T08:37:40.179
104,21,done,Q2,3,2021-04-14T08:39:22.039
105,21,done,Q5,1,2021-04-14T08:47:59.349
106,21,done,Q6,1,2021-04-14T08:48:58.314
107,21,done,Q4,5,2021-04-28T05:16:48.000
108,21,done,Q1,5,2021-04-28T05:16:48.047
109,22,done,Q1,1,2021-04-07T06:12:02.119
110,22,done,Q6,1,2021-04-07T06:13:29.047
111,22,done,Q2,4,2021-04-07T06:55:36.837
112,22,done,Q5,3,2021-04-08T09:02:55.132
113,22,done,Q4,5,2021-04-28T05:14:23.339
114,22,done,Q3,2,2021-04-28T05:14:23.443
115,23,done,Q3,1,2021-04-14T01:28:13.399
116,23,done,Q6,1,2021-04-14T01:28:25.538
117,23,done,Q5,1,2021-04-14T01:38:36.370
118,23,done,Q2,1,2021-04-14T01:38:54.608
119,23,done,Q4,5,2021-04-28T05:27:22.288
120,23,done,Q1,4,2021-04-28T05:27:22.398
121,24,done,Q4,4,2021-04-14T00:16:12.718
122,24,done,Q6,1,2021-04-14T00:21:43.801
123,24,done,Q3,1,2021-04-14T00:22:30.499
124,24,done,Q5,3,2021-04-14T00:30:48.908
125,24,done,Q2,4,2021-04-14T00:31:46.724
126,24,done,Q1,5,2021-04-28T05:02:43.473
127,25,done,Q6,1,2021-04-07T08:14:37.820
128,25,done,Q5,5,2021-04-07T08:21:28.497
129,25,done,Q2,5,2021-04-07T08:24:03.314
130,25,done,Q4,4,2021-04-28T05:23:58.950
131,25,done,Q1,5,2021-04-28T05:23:59.095
132,25,done,Q3,4,2021-04-28T05:23:59.336
133,26,done,Q4,3,2021-04-16T08:25:58.362
134,26,done,Q6,1,2021-04-16T08:32:09.995
135,26,done,Q3,1,2021-04-16T08:34:13.893
136,26,done,Q5,4,2021-04-16T08:36:31.837
137,26,done,Q2,3,2021-04-16T08:38:38.103
138,26,done,Q1,4,2021-04-28T05:26:43.274
139,27,done,Q4,4,2021-05-25T09:41:02.205
140,27,done,Q1,1,2021-05-25T09:41:36.115
141,27,done,Q6,1,2021-05-25T09:42:14.438
142,27,done,Q3,1,2021-05-25T09:42:38.762
143,27,done,Q5,6,2021-05-25T09:43:56.287
144,27,done,Q2,4,2021-05-25T09:45:32.019
145,28,done,Q4,3,2021-04-12T04:08:13.992
146,28,done,Q1,1,2021-04-12T04:09:01.964
147,28,done,Q6,1,2021-04-12T04:09:16.924
148,28,done,Q3,1,2021-04-12T04:09:46.364
149,28,done,Q5,4,2021-04-12T04:10:59.392
150,28,done,Q2,4,2021-04-12T04:13:04.821
151,29,done,Q6,1,2021-04-13T05:42:55.242
152,29,done,Q5,1,2021-04-13T05:43:44.136
153,29,done,Q2,5,2021-04-13T05:50:25.647
154,29,done,Q4,4,2021-04-28T05:07:00.934
155,29,done,Q1,5,2021-04-28T05:07:01.022
156,29,done,Q3,5,2021-04-28T05:07:01.250
157,30,done,Q1,1,2021-04-14T00:45:38.766
158,30,done,Q6,1,2021-04-14T00:47:55.867
159,30,done,Q3,3,2021-04-14T00:49:20.490
160,30,done,Q5,5,2021-04-14T01:20:53.860
161,30,done,Q2,5,2021-04-14T01:29:48.106
162,30,done,Q4,5,2021-04-28T05:08:59.275
163,32,done,Q1,1,2021-04-12T09:13:46.548
164,32,done,Q6,1,2021-04-12T09:30:41.861
165,32,done,Q3,1,2021-04-12T09:31:22.039
166,32,done,Q5,3,2021-04-12T09:33:11.378
167,32,done,Q2,4,2021-04-12T09:34:53.186
168,32,done,Q4,5,2021-04-28T04:58:04.196
169,33,done,Q1,1,2021-04-12T05:22:21.147
170,33,done,Q3,1,2021-04-12T05:24:35.049
171,33,done,Q6,1,2021-04-12T05:25:43.557
172,33,done,Q5,1,2021-04-12T05:45:42.665
173,33,done,Q2,2,2021-04-12T05:52:40.928
174,33,done,Q4,5,2021-04-28T05:08:15.697
175,34,done,Q1,1,2021-04-13T00:34:08.988
176,34,done,Q6,1,2021-04-13T00:36:49.690
177,34,done,Q3,1,2021-04-13T00:37:24.801
178,34,done,Q5,5,2021-04-13T00:38:25.061
179,34,done,Q2,5,2021-04-13T00:39:03.335
180,34,done,Q4,5,2021-04-28T05:18:59.510
181,35,done,Q1,1,2021-04-14T07:59:20.444
182,35,done,Q6,1,2021-04-14T08:06:31.744
183,35,done,Q3,1,2021-04-14T08:07:06.133
184,35,done,Q5,6,2021-04-14T08:11:30.628
185,35,done,Q2,6,2021-04-14T08:12:28.915
186,35,done,Q4,5,2021-04-28T05:17:42.494
187,36,done,Q1,1,2021-04-14T03:06:41.995
188,36,done,Q6,1,2021-04-14T03:07:34.888
189,36,done,Q3,1,2021-04-14T03:08:09.631
190,36,done,Q5,4,2021-04-14T03:09:24.068
191,36,done,Q2,4,2021-04-14T03:10:21.529
192,36,done,Q4,4,2021-04-28T05:24:15.627
193,37,done,Q2,4,2021-04-09T10:44:48.208
194,37,done,Q6,1,2021-04-14T05:01:11.411
195,37,done,Q3,3,2021-04-16T04:58:31.105
196,37,done,Q5,4,2021-04-16T06:06:14.341
197,37,done,Q4,5,2021-04-28T04:50:28.157
198,37,done,Q1,5,2021-04-28T04:50:28.288
199,38,done,Q1,4,2021-04-08T03:21:34.767
200,38,done,Q6,1,2021-04-08T03:37:33.593
201,38,done,Q5,4,2021-04-08T04:06:11.623
202,38,done,Q2,4,2021-04-08T04:07:18.437
203,38,done,Q4,5,2021-04-28T04:52:33.117
204,38,done,Q3,4,2021-04-28T04:52:33.559
205,39,done,Q6,1,2021-04-09T02:59:05.078
206,39,done,Q3,1,2021-04-09T03:00:03.453
207,39,done,Q5,5,2021-04-09T03:01:05.437
208,39,done,Q2,4,2021-04-09T03:02:24.223
209,39,done,Q4,4,2021-04-28T04:45:54.156
210,39,done,Q1,5,2021-04-28T04:45:54.282
211,40,done,Q3,1,2021-04-12T08:07:26.201
212,40,done,Q1,1,2021-04-12T08:17:26.283
213,40,done,Q5,4,2021-04-12T08:28:05.953
214,40,done,Q6,1,2021-04-12T09:40:56.867
215,40,done,Q2,5,2021-04-12T09:41:50.631
216,40,done,Q4,4,2021-04-28T04:39:19.969
217,41,done,Q3,3,2021-04-21T02:41:41.145
218,41,done,Q5,4,2021-04-21T02:43:49.254
219,41,done,Q2,4,2021-04-21T02:45:14.343
220,41,done,Q4,4,2021-04-28T05:22:43.610
221,41,done,Q1,5,2021-04-28T05:22:43.686
222,41,done,Q6,5,2021-04-28T05:22:43.757
223,42,done,Q1,1,2021-04-20T06:14:28.380
224,42,done,Q6,1,2021-04-20T06:16:41.958
225,42,done,Q3,1,2021-04-20T06:50:00.089
226,42,done,Q5,1,2021-04-20T06:50:17.518
227,42,done,Q2,4,2021-04-20T06:52:28.087
228,42,done,Q4,4,2021-04-28T04:52:59.426
229,43,done,Q4,3,2021-04-12T01:33:55.953
230,43,done,Q1,1,2021-04-12T01:39:52.334
231,43,done,Q6,1,2021-04-12T01:42:39.978
232,43,done,Q3,1,2021-04-12T01:43:36.740
233,43,done,Q5,4,2021-04-12T01:48:26.185
234,43,done,Q2,4,2021-04-29T03:40:06.857
235,44,done,Q4,4,2021-04-12T06:20:26.776
236,44,done,Q6,1,2021-04-12T06:23:17.028
237,44,done,Q3,1,2021-04-12T06:24:11.036
238,44,done,Q5,4,2021-04-12T06:26:35.816
239,44,done,Q2,4,2021-04-12T06:27:47.647
240,44,done,Q1,5,2021-04-28T05:22:21.132
241,45,done,Q1,1,2021-04-12T00:47:57.429
242,45,done,Q6,1,2021-04-12T00:50:10.439
243,45,done,Q3,1,2021-04-12T00:50:29.255
244,45,done,Q5,3,2021-04-12T00:51:08.405
245,45,done,Q2,3,2021-04-12T00:52:33.366
246,45,done,Q4,4,2021-04-28T05:08:11.726
247,46,done,Q4,3,2021-04-11T14:20:25.808
248,46,done,Q1,3,2021-04-11T14:25:35.584
249,46,done,Q6,1,2021-04-11T14:31:01.467
250,46,done,Q3,1,2021-04-11T14:32:02.955
251,46,done,Q2,4,2021-04-11T14:37:36.519
252,46,done,Q5,4,2021-04-11T14:50:06.418
253,47,done,Q1,1,2021-04-10T15:15:20.987
254,47,done,Q6,1,2021-04-10T15:28:05.582
255,47,done,Q3,1,2021-04-10T15:31:05.018
256,47,done,Q5,2,2021-04-10T16:01:21.521
257,47,done,Q2,4,2021-04-10T16:03:32.667
258,47,done,Q4,5,2021-04-28T04:41:09.552
259,48,done,Q1,1,2021-04-09T06:21:27.188
260,48,done,Q6,1,2021-04-09T06:23:23.993
261,48,done,Q3,1,2021-04-09T06:23:51.991
262,48,done,Q5,3,2021-04-09T06:30:42.798
263,48,done,Q2,4,2021-04-09T06:32:13.376
264,48,done,Q4,5,2021-04-28T05:02:05.675
265,50,done,Q4,4,2021-04-14T14:08:00.129
266,50,done,Q6,1,2021-04-14T14:26:58.443
267,50,done,Q5,2,2021-04-14T14:48:06.479
268,50,done,Q2,4,2021-04-14T14:54:35.984
269,50,done,Q1,1,2021-04-14T15:04:03.359
270,50,done,Q3,2,2021-04-28T04:10:38.481
271,51,done,Q1,1,2021-04-08T04:33:00.356
272,51,done,Q6,1,2021-04-08T04:35:13.040
273,51,done,Q3,1,2021-04-08T04:36:02.187
274,51,done,Q5,3,2021-04-08T04:39:07.253
275,51,done,Q2,4,2021-04-08T04:43:50.212
276,51,done,Q4,5,2021-04-28T04:53:19.850
277,52,done,Q4,4,2021-04-14T01:15:16.759
278,52,done,Q1,1,2021-04-14T01:16:57.049
279,52,done,Q6,1,2021-04-14T01:23:32.883
280,52,done,Q3,1,2021-04-14T01:24:10.568
281,52,done,Q5,3,2021-04-14T01:27:12.222
282,52,done,Q2,4,2021-04-14T01:28:02.389
283,53,done,Q4,3,2021-05-23T03:58:28.985
284,53,done,Q1,5,2021-05-23T04:03:08.172
285,53,done,Q6,1,2021-05-23T04:07:23.738
286,53,done,Q3,1,2021-05-23T04:45:10.157
287,53,done,Q2,4,2021-05-23T05:13:00.263
288,53,done,Q5,5,2021-05-23T05:13:34.559
289,54,done,Q6,1,2021-04-12T04:20:52.678
290,54,done,Q2,5,2021-04-12T04:48:04.532
291,54,done,Q4,4,2021-04-13T03:58:56.094
292,54,done,Q3,1,2021-04-13T04:04:16.332
293,54,done,Q5,4,2021-04-13T04:05:29.331
294,54,done,Q1,5,2021-04-28T05:19:07.578
295,55,done,Q1,1,2021-04-14T01:09:39.696
296,55,done,Q6,1,2021-04-14T01:14:16.734
297,55,done,Q3,1,2021-04-14T01:16:37.602
298,55,done,Q5,3,2021-04-14T01:21:11.900
299,55,done,Q2,3,2021-04-14T01:21:42.674
300,55,done,Q4,5,2021-04-28T05:21:30.328
301,56,done,Q4,4,2021-04-14T07:34:46.552
302,56,done,Q1,1,2021-04-14T07:38:23.926
303,56,done,Q6,1,2021-04-14T07:40:25.332
304,56,done,Q3,1,2021-04-14T07:40:57.928
305,56,done,Q5,3,2021-04-14T07:43:31.243
306,56,done,Q2,4,2021-04-14T07:47:48.526
307,57,done,Q4,4,2021-04-14T00:32:05.852
308,57,done,Q1,1,2021-04-14T00:37:01.205
309,57,done,Q6,1,2021-04-14T01:44:55.386
310,57,done,Q3,1,2021-04-14T01:46:22.757
311,57,done,Q5,2,2021-04-14T01:48:59.155
312,57,done,Q2,3,2021-04-14T01:50:25.347
313,58,done,Q1,1,2021-04-14T01:08:57.022
314,58,done,Q6,1,2021-04-14T01:10:59.238
315,58,done,Q4,4,2021-04-14T01:12:37.191
316,58,done,Q3,1,2021-04-14T01:15:29.631
317,58,done,Q5,1,2021-04-14T01:15:36.573
318,58,done,Q2,1,2021-04-14T01:17:29.358
319,59,incomplete,Q4,4,2021-04-05T00:37:16.765
320,59,incomplete,Q1,1,2021-04-05T00:37:17.072
321,59,incomplete,Q6,1,2021-04-05T00:37:17.489
322,59,incomplete,Q3,1,2021-04-05T00:37:18.009
323,59,incomplete,Q5,,
324,59,incomplete,Q2,,
325,60,done,Q6,1,2021-04-12T02:46:41.592
326,60,done,Q5,3,2021-04-12T02:51:08.850
327,60,done,Q2,4,2021-04-12T06:07:11.983
328,60,done,Q4,2,2021-04-12T06:21:53.295
329,60,done,Q3,4,2021-04-22T04:41:44.046
330,60,done,Q1,5,2021-04-28T05:16:42.284
331,61,done,Q1,4,2021-04-11T19:04:27.915
332,61,done,Q5,5,2021-04-11T19:14:58.161
333,61,done,Q2,3,2021-04-11T19:16:15.491
334,61,done,Q6,1,2021-04-12T09:39:51.282
335,61,done,Q3,1,2021-04-12T09:46:19.314
336,61,done,Q4,4,2021-04-28T05:08:52.023
337,62,done,Q4,5,2021-04-13T02:44:56.331
338,62,done,Q1,1,2021-04-13T03:20:03.988
339,62,done,Q6,1,2021-04-13T03:34:09.428
340,62,done,Q3,1,2021-04-13T03:52:00.382
341,62,done,Q5,1,2021-04-13T04:12:10.368
342,62,done,Q2,1,2021-04-13T04:18:22.303
343,63,done,Q3,1,2021-04-05T06:20:47.991
344,63,done,Q5,6,2021-04-14T07:12:28.946
345,63,done,Q2,5,2021-04-14T07:12:54.855
346,63,done,Q4,4,2021-04-22T04:42:01.446
347,63,done,Q1,3,2021-04-28T05:20:55.725
348,63,done,Q6,5,2021-04-28T05:20:55.849
349,64,done,Q4,4,2021-04-08T14:12:28.893
350,64,done,Q3,3,2021-04-08T14:23:35.300
351,64,done,Q6,1,2021-04-08T14:25:41.377
352,64,done,Q1,1,2021-04-22T04:41:37.903
353,64,done,Q2,3,2021-04-27T07:56:45.429
354,64,done,Q5,3,2021-04-27T07:56:56.430
355,65,done,Q6,1,2021-04-09T03:39:10.857
356,65,done,Q3,1,2021-04-09T03:40:19.276
357,65,done,Q5,1,2021-04-09T03:42:54.802
358,65,done,Q2,1,2021-04-09T03:44:44.562
359,65,done,Q4,4,2021-04-28T04:59:14.177
360,65,done,Q1,5,2021-04-28T04:59:14.273
361,66,done,Q4,5,2021-04-09T01:38:40.784
362,66,done,Q1,1,2021-04-09T01:40:29.196
363,66,done,Q6,1,2021-04-09T01:55:34.314
364,66,done,Q5,4,2021-04-09T01:56:01.734
365,66,done,Q2,4,2021-04-09T01:56:08.269
366,66,done,Q3,2,2021-04-28T05:14:54.081
367,67,done,Q1,3,2021-04-11T14:08:49.355
368,67,done,Q6,1,2021-04-11T14:12:50.097
369,67,done,Q3,1,2021-04-11T14:16:41.321
370,67,done,Q5,4,2021-04-11T14:29:12.214
371,67,done,Q2,2,2021-04-11T14:30:52.598
372,67,done,Q4,5,2021-04-28T05:18:42.717
373,68,done,Q4,5,2021-04-28T06:15:54.011
374,68,done,Q3,2,2021-04-28T06:25:30.815
375,68,done,Q2,3,2021-04-28T06:46:56.435
376,68,done,Q1,1,2021-05-04T04:25:55.308
377,68,done,Q6,1,2021-05-04T04:34:40.666
378,68,done,Q5,3,2021-05-04T04:36:07.568
379,69,done,Q1,1,2021-04-13T00:41:43.732
380,69,done,Q6,1,2021-04-13T00:42:31.225
381,69,done,Q3,1,2021-04-13T00:43:30.360
382,69,done,Q5,1,2021-04-13T00:45:48.438
383,69,done,Q2,4,2021-04-13T00:46:02.168
384,69,done,Q4,5,2021-04-28T04:58:07.410
385,70,done,Q1,1,2021-04-12T22:54:01.835
386,70,done,Q6,1,2021-04-12T22:54:40.914
387,70,done,Q3,1,2021-04-12T22:55:32.429
388,70,done,Q2,3,2021-04-12T22:58:30.509
389,70,done,Q5,3,2021-04-12T22:59:37.524
390,70,done,Q4,4,2021-04-28T04:09:45.303
391,71,done,Q1,1,2021-04-13T02:27:40.581
392,71,done,Q6,1,2021-04-13T03:57:26.935
393,71,done,Q3,1,2021-04-14T02:39:47.082
394,71,done,Q5,4,2021-04-14T02:44:10.820
395,71,done,Q2,4,2021-04-14T02:48:28.361
396,71,done,Q4,5,2021-04-28T05:05:07.820
397,72,done,Q1,5,2021-04-14T03:40:46.790
398,72,done,Q6,1,2021-04-14T03:41:58.087
399,72,done,Q3,3,2021-04-14T03:42:56.864
400,72,done,Q5,5,2021-04-14T03:48:10.994
401,72,done,Q2,6,2021-04-14T03:49:39.224
402,72,done,Q4,4,2021-04-28T05:16:23.321
403,73,done,Q4,4,2021-04-21T02:29:14.679
404,73,done,Q1,1,2021-04-21T02:29:49.503
405,73,done,Q6,1,2021-04-21T02:30:23.190
406,73,done,Q5,2,2021-04-21T02:32:16.868
407,73,done,Q2,2,2021-04-21T02:33:20.246
408,73,done,Q3,5,2021-04-28T05:11:47.897
409,74,done,Q1,1,2021-04-12T07:35:00.545
410,74,done,Q6,1,2021-04-12T07:35:47.509
411,74,done,Q3,1,2021-04-12T07:36:51.043
412,74,done,Q5,4,2021-04-12T07:38:44.219
413,74,done,Q2,4,2021-04-12T07:41:26.042
414,74,done,Q4,4,2021-04-28T05:11:27.026
415,75,done,Q4,5,2021-05-19T01:49:09.222
416,75,done,Q1,1,2021-05-19T01:52:14.650
417,75,done,Q6,1,2021-05-19T01:54:12.346
418,75,done,Q3,1,2021-05-19T01:55:00.155
419,75,done,Q5,3,2021-05-19T01:57:18.807
420,75,done,Q2,2,2021-05-19T01:58:38.033
421,77,done,Q1,1,2021-04-12T01:50:01.510
422,77,done,Q6,1,2021-04-12T01:50:52.563
423,77,done,Q3,1,2021-04-12T01:51:36.997
424,77,done,Q5,6,2021-04-12T01:53:32.555
425,77,done,Q2,6,2021-04-12T01:54:37.220
426,77,done,Q4,3,2021-04-28T05:12:19.764
427,79,done,Q1,4,2021-04-09T08:30:00.628
428,79,done,Q6,1,2021-04-09T08:36:13.927
429,79,done,Q3,1,2021-04-09T08:37:22.298
430,79,done,Q2,4,2021-04-09T08:45:33.863
431,79,done,Q5,4,2021-04-09T08:48:45.155
432,79,done,Q4,5,2021-04-28T04:54:36.750
433,80,done,Q4,1,2021-04-13T07:23:16.672
434,80,done,Q6,1,2021-04-13T07:25:57.850
435,80,done,Q2,2,2021-04-13T07:47:32.377
436,80,done,Q5,2,2021-04-13T07:48:14.838
437,80,done,Q1,3,2021-04-28T05:08:41.174
438,80,done,Q3,5,2021-04-28T05:08:41.369
439,81,done,Q3,2,2021-04-11T08:04:05.961
440,81,done,Q5,5,2021-04-11T08:09:31.905
441,81,done,Q6,1,2021-04-11T08:10:14.237
442,81,done,Q1,1,2021-04-11T08:10:44.677
443,81,done,Q4,4,2021-04-11T08:11:46.149
444,81,done,Q2,2,2021-04-30T03:21:15.689
445,82,incomplete,Q4,1,2021-04-05T00:05:54.777
446,82,incomplete,Q1,6,2021-04-05T00:05:55.269
447,82,incomplete,Q6,1,2021-04-05T00:05:56.058
448,82,incomplete,Q3,1,2021-04-05T00:05:56.763
449,82,incomplete,Q2,,
450,82,incomplete,Q5,,
451,84,done,Q1,4,2021-04-09T15:44:02.114
452,84,done,Q6,1,2021-04-09T15:59:25.411
453,84,done,Q3,1,2021-04-09T15:59:32.308
454,84,done,Q2,1,2021-04-09T16:00:12.658
455,84,done,Q5,1,2021-04-09T16:00:17.980
456,84,done,Q4,5,2021-04-28T04:11:12.108
457,85,done,Q1,3,2021-04-13T01:33:49.639
458,85,done,Q6,1,2021-04-13T01:38:17.253
459,85,done,Q2,1,2021-04-13T01:58:22.122
460,85,done,Q5,1,2021-04-13T01:58:48.992
461,85,done,Q4,5,2021-04-28T04:55:05.980
462,85,done,Q3,5,2021-04-28T04:55:06.477
463,86,done,Q1,1,2021-04-14T00:29:50.964
464,86,done,Q6,1,2021-04-14T01:37:45.593
465,86,done,Q3,1,2021-04-14T01:50:00.828
466,86,done,Q5,3,2021-04-14T01:55:45.976
467,86,done,Q2,4,2021-04-14T04:11:45.469
468,86,done,Q4,5,2021-04-28T05:22:15.343
469,87,done,Q1,4,2021-04-12T09:44:32.252
470,87,done,Q6,1,2021-04-12T10:07:58.142
471,87,done,Q3,1,2021-04-12T10:28:11.053
472,87,done,Q5,3,2021-04-12T10:38:45.010
473,87,done,Q2,4,2021-04-12T10:51:24.534
474,87,done,Q4,5,2021-04-28T04:39:30.939
475,88,done,Q1,6,2021-04-08T02:11:23.078
476,88,done,Q6,5,2021-04-08T02:14:02.661
477,88,done,Q3,3,2021-04-08T02:15:17.999
478,88,done,Q2,3,2021-04-08T02:18:56.533
479,88,done,Q5,1,2021-04-27T01:31:34.030
480,88,done,Q4,5,2021-04-28T05:04:10.969
481,89,done,Q6,1,2021-04-08T23:49:21.612
482,89,done,Q5,4,2021-04-09T00:13:05.614
483,89,done,Q2,4,2021-04-09T00:20:44.109
484,89,done,Q3,1,2021-04-20T08:21:01.411
485,89,done,Q4,4,2021-04-22T04:41:27.320
486,89,done,Q1,5,2021-04-28T05:07:57.696
487,91,done,Q6,1,2021-04-11T16:00:33.405
488,91,done,Q3,1,2021-04-11T16:02:20.964
489,91,done,Q5,5,2021-04-11T16:04:30.378
490,91,done,Q2,5,2021-04-11T16:06:03.369
491,91,done,Q4,5,2021-04-28T05:02:46.114
492,91,done,Q1,5,2021-04-28T05:02:46.212
493,92,done,Q4,4,2021-04-14T09:04:33.493
494,92,done,Q6,1,2021-04-14T09:07:36.752
495,92,done,Q3,1,2021-04-14T09:08:50.881
496,92,done,Q5,3,2021-04-14T09:10:26.559
497,92,done,Q2,3,2021-04-14T09:11:06.862
498,92,done,Q1,2,2021-04-28T04:06:13.795
499,93,done,Q1,2,2021-04-11T12:57:14.230
500,93,done,Q6,1,2021-04-11T13:06:24.153
501,93,done,Q3,1,2021-04-11T13:07:04.530
502,93,done,Q2,3,2021-04-11T13:08:14.215
503,93,done,Q5,4,2021-04-11T13:08:30.869
504,93,done,Q4,4,2021-04-28T05:17:57.807
505,94,done,Q4,4,2021-04-21T06:27:54.072
506,94,done,Q6,1,2021-04-21T06:35:33.213
507,94,done,Q3,1,2021-04-21T06:35:47.617
508,94,done,Q5,4,2021-04-21T06:38:24.702
509,94,done,Q2,4,2021-04-21T06:40:07.414
510,94,done,Q1,5,2021-04-28T05:32:04.390
511,95,done,Q4,4,2021-04-12T02:30:32.854
512,95,done,Q6,1,2021-04-12T03:03:35.576
513,95,done,Q5,5,2021-04-12T03:09:01.296
514,95,done,Q2,5,2021-04-12T03:10:19.108
515,95,done,Q1,6,2021-04-14T09:02:32.501
516,95,done,Q3,5,2021-04-28T05:18:19.649
517,98,incomplete,Q4,1,2021-04-05T00:38:49.137
518,98,incomplete,Q1,1,2021-04-05T00:38:49.347
